Word	Count	Emotions
ship	22	anticipation
judah	22	
choice	22	positive
hither	22	
rod	22	fear, positive, trust
forbidden	22	
fast	22	
beyond	22	
tidings	22	
temporal	22	
arrows	22	
learned	22	
desolate	22	
ones	22	
longer	22	
temple	22	
bread	22	
desolation	22	fear, negative, sadness
promises	22	
bloodshed	22	anger, disgust, fear, negative, sadness, surprise
houses	22	
placed	22	
synagogues	22	
watch	22	anticipation, fear
once	22	
seventh	22	
manti	22	
queen	22	
lib	22	
families	21	
liveth	21	
whence	21	
doings	21	
living	21	
shepherd	21	positive, trust
understood	21	
branch	21	
mean	21	
top	21	anticipation, positive, trust
buried	21	fear, negative, sadness
hunger	21	
strengthen	21	positive
possessions	21	
kindred	21	anticipation, joy, positive, trust
though	21	
sit	21	
already	21	
welfare	21	
combinations	21	
rich	21	
labors	21	
thoughts	21	
drive	21	
sealed	20	
surety	20	positive, trust
tent	20	
leave	20	negative, sadness, surprise
making	20	
ruler	20	
glad	20	anticipation, joy, positive
continue	20	anticipation, positive, trust
remembered	20	
rebellion	20	anger, disgust, fear
exhort	20	positive
lose	20	anger, disgust, fear, negative, sadness, surprise
believest	20	
going	20	
burned	20	
tribes	20	
understanding	20	positive, trust
covenanted	20	
spiritual	20	
doing	20	
encircled	20	
enemy	20	anger, disgust, fear, negative
season	20	
mourning	20	negative, sadness
subject	20	negative
trees	20	
roots	20	
spread	20	
stiffnecked	20	
committed	20	positive, trust
preparations	20	
dissensions	20	
contrary	20	negative
met	20	
matter	20	
amulon	20	
ninth	20	
compelled	20	
southward	20	
dissenters	20	
antipus	20	
moronihah	20	
confounded	19	negative
parents	19	
mysteries	19	
throne	19	positive, trust
foolish	19	negative
utter	19	
hard	19	
sorrowful	19	negative, sadness
shed	19	negative
worth	19	positive
loosed	19	
reason	19	positive
unclean	19	disgust, negative
generations	19	
ordained	19	positive, trust
numbers	19	positive
restoration	19	
pitch	19	
age	19	
grave	19	fear, negative, sadness
weakness	19	negative
didst	19	
yield	19	
hatred	19	anger, disgust, fear, negative, sadness
appear	19	
gate	19	trust
root	19	
continual	19	
sufficient	19	
calling	19	
seventy	19	
jarom	19	
discovered	19	
friends	19	
spared	19	
believeth	19	
eighth	19	
kishkumen	19	
revelation	18	
surrounded	18	
mercies	18	
drunken	18	disgust, negative
egypt	18	
exercise	18	
iron	18	positive, trust
multitudes	18	
six	18	
sick	18	disgust, negative, sadness
utterly	18	
astonishment	18	joy, positive, surprise
thirst	18	anticipation, sadness, surprise
nourish	18	
revile	18	
naught	18	
handed	18	
assemble	18	
labored	18	negative, sadness
blessing	18	anticipation, joy, positive, trust
sufficiently	18	
pains	18	negative
condemnation	18	anger, anticipation, disgust, fear, negative, sadness
moreover	18	
join	18	positive
here	18	
slaughter	18	anger, disgust, fear, negative, sadness, surprise
ceased	18	
immediately	18	anticipation, negative, positive
convinced	18	trust
cries	18	
affairs	18	
patience	18	anticipation, positive, trust
amalekites	18	
samuel	17	
ministry	17	joy, positive, trust
sufferings	17	
rebel	17	anger, fear, negative
able	17	
favor	17	
forgive	17	positive
narrow	17	
commence	17	
spirits	17	anticipation, joy, positive, surprise
rent	17	
repenteth	17	
preparing	17	
hereafter	17	
filthiness	17	
swallowed	17	
morning	17	
pleasure	17	
anything	17	
think	17	
choose	17	
false	17	
learn	17	positive
ten	17	
perceive	17	positive, trust
mortal	17	negative
proclamation	17	
guard	17	fear, positive, trust
mightily	17	
pursued	17	
mulek	17	
rights	17	
lawyers	17	
middoni	17	
zerahemnah	17	
lachoneus	17	
got	16	
prophesying	16	
exceed	16	anticipation, joy, positive
divided	16	
wherewith	16	
writing	16	
plead	16	
preached	16	
beautiful	16	joy, positive
filthy	16	disgust, negative
visited	16	
inquired	16	
meaneth	16	
torment	16	anger, fear, negative, sadness
blessings	16	anticipation, joy, positive, surprise, trust
oft	16	
wait	16	anticipation, negative
sleep	16	
revelations	16	
wounded	16	
guilt	16	disgust, negative, sadness
treasures	16	
wall	16	
reward	16	anticipation, joy, positive, surprise, trust
cloud	16	
change	16	fear
joined	16	positive
thank	16	
overthrow	16	anticipation, fear, negative
naked	16	
pour	16	
eighty	16	
impart	16	positive, trust
helam	16	
stop	16	
amlici	16	
success	16	anticipation, joy, positive
gid	16	
condemn	15	anger, negative
engravings	15	
favored	15	
red	15	
pitched	15	
side	15	
firm	15	
overtake	15	
thither	15	
dwindle	15	
obey	15	fear, trust
perished	15	negative, sadness
sacrifice	15	
blind	15	
bind	15	
ran	15	
mountain	15	anticipation
pieces	15	
plainness	15	
taking	15	
poured	15	
inquire	15	
latter	15	
pertaining	15	
willing	15	
wind	15	
use	15	
wonders	15	
weary	15	negative, sadness
stay	15	
chains	15	
answer	15	
punishment	15	anger, disgust, fear, negative
bad	15	anger, disgust, fear, negative, sadness
sure	15	
grieveth	15	
fulfil	15	
counsel	15	positive, trust
meek	15	sadness
fortify	15	positive
trodden	15	
leaders	15	
boast	15	negative, positive
stirred	15	
carnal	15	negative
receiveth	15	
administer	15	
case	15	fear, negative, sadness
confess	15	negative, positive, trust
shilom	15	
happened	15	
tradition	15	
month	15	
marched	15	
korihor	15	
omer	15	
jew	14	
building	14	positive
overcome	14	
sun	14	anticipation, joy, positive, surprise, trust
deliverance	14	anticipation, joy, positive, trust
supposing	14	
courage	14	positive
comforted	14	
creation	14	
forgotten	14	fear, negative, sadness
cords	14	
waste	14	disgust, negative
field	14	
path	14	
commenced	14	
finger	14	
abroad	14	
henceforth	14	
overpower	14	negative
ministered	14	
fold	14	
gifts	14	
daughter	14	joy, positive
aside	14	
swear	14	positive, trust
consecrated	14	
determined	14	positive
increase	14	positive
transgressions	14	
covered	14	
thyself	14	
money	14	anger, anticipation, joy, positive, surprise, trust
neighbor	14	anticipation, positive, trust
apparel	14	
quick	14	
sworn	14	
graft	14	
punished	14	anger, anticipation, disgust, fear, negative, sadness
amongst	14	
gained	14	
belief	14	
reigned	14	
strongholds	14	
lamanite	14	
moron	14	negative
com	14	
spotless	13	positive, trust
contain	13	
ancient	13	negative
almighty	13	positive
plainly	13	
traveled	13	
travel	13	
grieved	13	
kill	13	fear, negative, sadness
comfort	13	anticipation, joy, positive, trust
isaac	13	
dark	13	sadness
extended	13	
air	13	
paths	13	
believing	13	positive, trust
apostles	13	
nearly	13	
bows	13	
affliction	13	disgust, fear, negative, sadness
statutes	13	
abundance	13	anticipation, disgust, joy, negative, positive, trust
image	13	
ear	13	
feed	13	
prey	13	fear, negative
proud	13	anticipation, joy, positive, trust
consider	13	
shut	13	
delighteth	13	
strict	13	
rule	13	fear, trust
reap	13	
buildings	13	
afraid	13	fear, negative
persecute	13	anger, fear, negative
idols	13	
humility	13	positive, trust
corrupted	13	
horses	13	
defence	13	
fierce	13	anger, disgust, fear, negative
fill	13	trust
seal	13	positive, trust
revealed	13	
otherwise	13	
swept	13	
dumb	13	negative
vengeance	13	anger, negative
struck	13	
circumstances	13	
force	13	anger, fear, negative
plans	13	
shiblon	13	
oaths	13	
attack	13	anger, fear, negative
retreat	13	
giddianhi	13	
shared	13	
due	12	
obedient	12	
learning	12	positive
teacher	12	positive, trust
sat	12	
zoram	12	
flight	12	
offer	12	positive
household	12	positive
mattereth	12	
pleasing	12	
savior	12	
speaketh	12	
seest	12	
yoke	12	
endure	12	positive
armed	12	anger, fear, negative, positive
belonged	12	
guilty	12	anger, negative, sadness
feel	12	
touch	12	
powerful	12	anger, anticipation, disgust, fear, joy, positive, trust
suffereth	12	
zenos	12	
smoke	12	
weak	12	
fully	12	positive, trust
profit	12	
wast	12	
compassion	12	fear, positive
execute	12	
reject	12	anger, fear, negative, sadness
boldly	12	
bitter	12	
multiply	12	
delight	12	anticipation, joy, positive
bowed	12	
instead	12	
measure	12	trust
ephraim	12	
hungry	12	anticipation, negative
rob	12	anger, disgust, fear, negative, sadness
shine	12	positive
heal	12	joy, positive, trust
alive	12	anticipation, joy, positive, trust
steal	12	anger, fear, negative, sadness
fit	12	
bar	12	
boldness	12	positive
crimes	12	
wounds	12	
whithersoever	12	
falling	12	negative, sadness
plunder	12	anger, disgust, fear, negative, sadness, surprise
conditions	12	
condemned	12	
fields	12	
victory	12	anticipation, joy, positive, trust
portion	12	
retained	12	
attempt	12	anticipation
lehonti	12	
heth	12	
corihor	12	
workmanship	11	
sam	11	
babylon	11	
mock	11	
stoned	11	negative
tender	11	joy, positive, trust
dream	11	
fountain	11	
confound	11	negative
scourge	11	anger, fear, negative, sadness
giveth	11	
commandeth	11	
present	11	anticipation, joy, positive, surprise, trust
hearkened	11	
dry	11	
purposes	11	
master	11	positive
frightened	11	fear, negative, surprise
diligent	11	
tarry	11	negative
descendants	11	
sweet	11	anticipation, joy, positive, surprise, trust
strait	11	
ashamed	11	disgust, negative, sadness
straight	11	
form	11	
beholdest	11	
healed	11	
sunk	11	disgust, fear, negative, sadness
dwindled	11	
separated	11	
blindness	11	negative, sadness
abomination	11	anger, disgust, fear, negative
disputations	11	
changed	11	
murderers	11	
slow	11	
anguish	11	anger, fear, negative, sadness
finished	11	
plant	11	
err	11	negative
isles	11	
nature	11	
shouldst	11	
begotten	11	
bare	11	
remained	11	
infinite	11	positive
united	11	positive, trust
security	11	
garden	11	joy, positive
laying	11	
lived	11	
administered	11	
captain	11	positive
planted	11	
moved	11	
bible	11	
endureth	11	
mark	11	
beginneth	11	
almost	11	
equal	11	
nine	11	
certain	11	
adultery	11	disgust, negative, sadness
withdraw	11	negative, sadness
daily	11	anticipation
forces	11	
lying	11	anger, disgust, negative
message	11	
appoint	11	
ninety	11	
coriantum	11	
convincing	10	trust
eldest	10	
taketh	10	
proceedings	10	
vision	10	anticipation, positive
brothers	10	
soften	10	
genealogy	10	
contained	10	
thrust	10	
persuade	10	trust
drew	10	
discover	10	
sufficeth	10	
future	10	
hours	10	
spacious	10	positive
loud	10	
grafted	10	
foot	10	
rocks	10	
temptations	10	
leadeth	10	
digged	10	
fruits	10	
ball	10	
wood	10	
ore	10	
faithfulness	10	
canst	10	
ripe	10	positive
loved	10	
thunder	10	
frame	10	
timbers	10	
storm	10	anger, negative
tempest	10	anger, anticipation, fear, negative, sadness, surprise
loose	10	
threatenings	10	
low	10	
esteem	10	joy, positive, sadness, trust
despised	10	
shadow	10	
clothe	10	positive
ears	10	
cursing	10	anger, disgust, negative
prosperity	10	positive
service	10	
today	10	
holiness	10	anticipation, fear, joy, positive, surprise, trust
act	10	
therein	10	
seer	10	
waxed	10	
gates	10	
safety	10	
pestilence	10	disgust, fear, negative
cup	10	
creator	10	
nigh	10	
immortal	10	positive
lake	10	
brimstone	10	anger, fear, negative
claim	10	
prove	10	positive
wherein	10	
rain	10	
sanctified	10	
lion	10	fear, positive
twain	10	
needy	10	negative
charge	10	
sides	10	
nowise	10	
pain	10	fear, negative, sadness
advantage	10	positive
burdens	10	
husbands	10	
pluck	10	
self	10	
corrupt	10	negative
care	10	
flattering	10	joy, positive
greatly	10	
seeking	10	
withstood	10	
conferred	10	
rejoicing	10	anticipation, joy, positive, surprise
mouths	10	
sound	10	
prospered	10	
damnation	10	anger, fear, negative, sadness
standing	10	positive
zeniff	10	
breastplates	10	
spies	10	
becoming	10	
receiving	10	anticipation, joy, positive, surprise
persecutions	10	
privileges	10	
nehor	10	
thence	10	
cleansed	10	
nephite	10	
refused	10	negative, sadness
protect	10	positive
shields	10	
rear	10	negative
religion	10	trust
fortifications	10	
danger	10	fear, negative, sadness
gidgiddoni	10	
vessels	10	
ammaron	10	
interpretation	9	
smith	9	trust
highly	9	
zedekiah	9	
singing	9	
manifested	9	positive
elder	9	positive, trust
property	9	
doubt	9	fear, negative, sadness, trust
armor	9	fear, positive, trust
elders	9	positive, trust
journeyed	9	
period	9	
seeds	9	
happy	9	anticipation, joy, positive, trust
caught	9	
point	9	
seeketh	9	
probation	9	anticipation, fear, sadness
witnessed	9	
devils	9	
lightnings	9	
plains	9	
kingdoms	9	
linen	9	
clothing	9	
across	9	
either	9	
easy	9	
greatest	9	
center	9	positive, trust
humbled	9	positive, sadness
meat	9	
rejoiced	9	
arrived	9	
leading	9	trust
serpents	9	
perform	9	
forget	9	negative
winds	9	
trample	9	
neck	9	
mayest	9	
mothers	9	
rehearsed	9	
instrument	9	
youth	9	anger, anticipation, fear, joy, positive, surprise
contrite	9	
corruption	9	disgust, negative
afflict	9	fear, negative, sadness
help	9	
garment	9	
beneath	9	
fury	9	anger, fear, negative, sadness
liar	9	disgust, negative
puffed	9	
feast	9	
dispute	9	anger, negative
hills	9	
eaten	9	
burning	9	
draw	9	
removed	9	
tenth	9	
stone	9	anger, negative
burn	9	
forest	9	
dispersed	9	
wonder	9	
seeth	9	
farewell	9	
temptation	9	negative
concubines	9	
office	9	
commands	9	
begun	9	anticipation
firmness	9	positive, trust
becometh	9	
impossible	9	negative, sadness
marvel	9	positive, surprise
killed	9	
taste	9	
denied	9	negative, sadness
eternity	9	
lied	9	
immortality	9	anticipation
bones	9	
chose	9	
assistance	9	positive
distinguished	9	
wages	9	joy, positive
transgress	9	
temples	9	
consigned	9	
thirtieth	9	
pay	9	anticipation, joy, positive, trust
effect	9	
ascended	9	
rebelled	9	
voices	9	
bonds	9	negative
altered	9	
lyings	9	
expounded	9	
try	9	
assist	9	positive, trust
poverty	9	anger, disgust, fear, negative, sadness
design	9	
marching	9	
nineteenth	9	
antiparah	9	
cumorah	9	
shez	9	
emer	9	
